3036143C7C2FA0C0200038B0,2,2023-08-23, 7:37:41 AM EDT,,-78,18
3036143C7C5D550020000D53,5,2023-08-23, 7:44:11 AM EDT,,-72,29
3036143C7C60CB802000023B,11,2023-08-23, 7:41:47 AM EDT,,-69,35
3036143C7C38850020000343,7,2023-08-23, 7:40:46 AM EDT,,-71,31
3036143C7C2FA08020001576,12,2023-08-23, 7:41:47 AM EDT,,-74,25
3036143C7C30B08020014FC2,9,2023-08-23, 7:37:04 AM EDT,,-79,16
303614456C04068020000092,9,2023-08-23, 7:45:41 AM EDT,,-77,20
3036143C7C4E638020001EA4,23,2023-08-23, 7:40:41 AM EDT,,-72,29
303614456C044E00200001FD,10,2023-08-23, 7:41:13 AM EDT,,-67,38
3036143C7C5ECA4020000D2E,13,2023-08-23, 7:47:49 AM EDT,,-75,24
3036143C7C57434020000152,6,2023-08-23, 7:41:07 AM EDT,,-68,37
3036143C7C591AC0200004F3,23,2023-08-23, 7:40:51 AM EDT,,-77,20
303614456C072B41CB05C6FD,18,2023-08-23, 7:37:06 AM EDT,,-80,14
3036143C7C2FB08020004A9D,23,2023-08-23, 7:52:05 AM EDT,,-65,42
3036143C7C4A50402000CF92,12,2023-08-23, 7:35:12 AM EDT,,-79,16
3036142C84553A00200161AC,7,2023-08-23, 7:41:46 AM EDT,,-63,46
30361438BC493BC020000040,12,2023-08-23, 7:40:12 AM EDT,,-79,16
3036143C7C2FB0802000457F,57,2023-08-23, 7:59:12 AM EDT,,-60,51
3036143C7C6097402000003E,9,2023-08-23, 7:44:07 AM EDT,,-42,85
3036143C7C51CE0020000234,11,2023-08-23, 7:39:26 AM EDT,,-72,29
303614456C04A540200001A4,22,2023-08-23, 7:51:52 AM EDT,,-82,11
3036143C7C505EC020000565,4,2023-08-23, 7:38:54 AM EDT,,-68,37
3036143C7C570840200000CD,19,2023-08-23, 7:52:36 AM EDT,,-75,24
3036142C841219802000447A,28,2023-08-23, 7:51:56 AM EDT,,-68,37
3036143C7C5DDD00200001C4,17,2023-08-23, 7:37:18 AM EDT,,-73,27
303614456C075CC1CB05C784,15,2023-08-23, 7:37:12 AM EDT,,-78,18
303614456C01EAC020000288,41,2023-08-23, 7:52:45 AM EDT,,-76,22
3036143C7C093200200005A5,11,2023-08-23, 7:57:28 AM EDT,,-70,33
3036142C8446E8C0200002A5,25,2023-08-23, 7:59:12 AM EDT,,-79,16
3036143C7C305CC02000035F,13,2023-08-23, 7:51:39 AM EDT,,-74,25
3036143C7C4C23C060000040,14,2023-08-23, 7:47:58 AM EDT,,-74,25
3036143C7C4A5D0020003B7E,11,2023-08-23, 7:40:34 AM EDT,,-84,7
3036143C7C609980200000F5,6,2023-08-23, 7:44:16 AM EDT,,-69,35
3036143C7C5F334020000460,55,2023-08-23, 7:53:01 AM EDT,,-71,31
3036143C7C51B80020000592,13,2023-08-23, 7:41:48 AM EDT,,-68,37
3036143C7C4AEF0020000AE6,15,2023-08-23, 7:47:58 AM EDT,,-76,22
3036143C7C4FF800200003C7,24,2023-08-23, 7:52:31 AM EDT,,-66,40
3036143C7C5848002000020F,11,2023-08-23, 7:52:43 AM EDT,,-76,22
303614456C075C01CB05C77A,6,2023-08-23, 7:37:09 AM EDT,,-60,51
30361438BC4959C020000F05,18,2023-08-23, 7:48:54 AM EDT,,-77,20
303614456C075941CB05C75C,14,2023-08-23, 7:36:01 AM EDT,,-80,14
3036143C7C51D200200004B1,21,2023-08-23, 7:51:50 AM EDT,,-65,42
3036143C7C45EE0020000368,10,2023-08-23, 7:50:09 AM EDT,,-81,12
3036143C7C607AC0200009E6,10,2023-08-23, 7:58:26 AM EDT,,-73,27
30361431CC61A7C11000738C,17,2023-08-23, 7:59:45 AM EDT,,-81,12
3036143C7C4B2F4020004AC0,22,2023-08-23, 7:51:49 AM EDT,,-80,14
3036143C7C550FC020000421,13,2023-08-23, 7:59:51 AM EDT,,-67,38
303614456C03D5C0200001A0,11,2023-08-23, 7:41:15 AM EDT,,-66,40
3036143C7C59D0C020000039,12,2023-08-23, 7:46:25 AM EDT,,-72,29
3036143C7C51B300200003BE,10,2023-08-23, 7:44:18 AM EDT,,-61,50
303614456C046840200000A3,12,2023-08-23, 7:48:11 AM EDT,,-71,31
3036143C7C5ED2002000030A,32,2023-08-23, 7:53:45 AM EDT,,-67,38
3036143C7C560FC02000001E,8,2023-08-23, 7:38:46 AM EDT,,-67,38
303614456C04FE4020000160,13,2023-08-23, 7:40:35 AM EDT,,-79,16
3036143C7C18C400200029E2,28,2023-08-23, 7:47:33 AM EDT,,-75,24
303614456C029BC020000460,9,2023-08-23, 7:48:00 AM EDT,,-74,25
303614456C0435C02000030C,8,2023-08-23, 7:35:30 AM EDT,,-65,42
303614456C02AE402000000D,10,2023-08-23, 7:38:09 AM EDT,,-74,25
3036143C7C51328020001072,19,2023-08-23, 7:52:27 AM EDT,,-75,24
303614456C072FC1CB05C7A8,12,2023-08-23, 7:35:57 AM EDT,,-68,37
3036143C7C60E00020000433,2,2023-08-23, 7:42:11 AM EDT,,-68,37
3036143C7C52A6C0200002A4,18,2023-08-23, 7:54:17 AM EDT,,-70,33
3036143C7C51D1C020000437,27,2023-08-23, 7:51:51 AM EDT,,-72,29
3036143C7C57AD4020000190,9,2023-08-23, 7:39:29 AM EDT,,-81,12
3036142C8412174020014596,18,2023-08-23, 7:52:06 AM EDT,,-78,18
3036143C7C4A510020005FC2,10,2023-08-23, 7:53:49 AM EDT,,-62,48
3036143C7C4BC18020000D25,6,2023-08-23, 8:00:22 AM EDT,,-66,40
303614456C0C3FC020000209,12,2023-08-23, 7:54:48 AM EDT,,-73,27
30361438BC5DFF402000171C,8,2023-08-23, 7:44:02 AM EDT,,-75,24
3036143C7C4DAC0020008B78,16,2023-08-23, 7:41:45 AM EDT,,-59,53
303614456C04B7C0200000FA,10,2023-08-23, 7:49:08 AM EDT,,-81,12
3036143C7C5F9A4020000545,36,2023-08-23, 7:53:01 AM EDT,,-74,25
3036143C7C5A118020000218,23,2023-08-23, 7:54:19 AM EDT,,-80,14
3036143C7C358A4020000980,14,2023-08-23, 7:51:43 AM EDT,,-63,46
3036143C7C61364020000559,23,2023-08-23, 7:51:40 AM EDT,,-78,18
3036143C7C43F34020000432,17,2023-08-23, 7:37:13 AM EDT,,-81,12
3036143C7C5B7A40200001B2,21,2023-08-23, 7:39:46 AM EDT,,-76,22
3036143C7C53B4002000016B,17,2023-08-23, 7:33:54 AM EDT,,-67,38
3036143C7C58B7C02000005C,25,2023-08-23, 7:46:19 AM EDT,,-73,27
303614456C02A2C02000007D,13,2023-08-23, 7:41:09 AM EDT,,-71,31
303614456C043480200002F9,21,2023-08-23, 7:40:57 AM EDT,,-75,24
